identifier	name	homepage	description	pattern	example	email	uri_format	download.owl	download.obo	synonyms	deprecated	aberowl	agroportal	bartoc	biocontext	bioportal	cellosaurus	cheminf	cropoct	ecoportal	edam	hl7	integbio	lov	miriam	n2t	obofoundry	ols	ontobee	pathguide	prefixcc	prefixcommons	re3data	rrid	togoid	uniprot	wikidata	zazuko	part_of	provides	has_canonical
intact	IntAct protein interaction database	https://www.ebi.ac.uk/intact/	IntAct provides a freely available, open source database system and analysis tools for protein interaction data.	^EBI\-[0-9]+$	EBI-2307691	orchard@ebi.ac.uk	https://www.ebi.ac.uk/intact/interaction/$1				False				INTACT								nbdc00507		intact	intact				111		intact	r3d100010671		Intact	DB-0051					
intact.molecule	IntAct Molecule	https://www.ebi.ac.uk/intact/	IntAct provides a freely available, open source database system and analysis tools for protein interaction data. This collection references interactor molecules.	^EBI\-[0-9]+$	EBI-366083		https://www.ebi.ac.uk/intact/search?query=$1				False				INTACT.MOLECULE										intact.molecule	intact.molecule															
integbio	Integbio	https://integbio.jp/en/	Integbio Database Catalog provides whereabouts information (URL), database description, biological species and other attributes (metadata) of Japanese and international life science databases to make it easier for users to find databases they need. This catalog has been developed as a part of the integration of life science databases promoted by four ministries in Japan: the Ministry of Education, Culture, Sports, Science, and Technology (MEXT), The Ministry of Health, Labor, and Welfare (MHLW), the Ministry of Agriculture, Forestry, and Fisheries (MAFF), and the Ministry of Economy, Trade, and Industry of Japan (METI). (from https://integbio.jp/dbcatalog/en/about)	^nbdc\d+$	nbdc01071	kwsm@dbcls.rois.ac.jp	https://integbio.jp/dbcatalog/en/record/$1				False																														
interfil	Human Intermediate Filament Database	http://www.interfil.org	The Intermediate Filament Database functions as a continuously updated review of the intermediate filament field and it is hoped that users will contribute to the development and expansion of the database on a regular basis. Contributions may include novel variants, new patients with previously discovered sequence and allelic variants.		NM_006262		http://www.interfil.org/details.php?id=$1				False																					interfil									
interlex	InterLex	https://www.fdilab.org	InterLex is a dynamic lexicon, initially built on the foundation of NeuroLex (PMID: 24009581), of biomedical terms and common data elements designed to help improve the way that biomedical scientists communicate about their data, so that information systems can find data more easily and provide more powerful means of integrating data across distributed resources and datasets. InterLex allows for the association of data fields and data values to common data elements and terminologies enabling the crowdsourcing of data-terminology mappings within and across communities. InterLex provides a stable layer on top of the many other existing terminologies, lexicons, ontologies, and common data element collections and provides a set of inter-lexical and inter-data-lexical mappings. 	^[0-9]+$	0101963	mmartone@ucsd.edu	https://scicrunch.org/scicrunch/interlex/view/ilx_$1			ILX	False														ilx												P696				
interpro	InterPro	http://www.ebi.ac.uk/interpro/index.html	InterPro is a database of protein families, domains and functional sites in which identifiable features found in known proteins can be applied to unknown protein sequences.	^IPR\d{6}$	IPR016380	agb@ebi.ac.uk	https://www.ebi.ac.uk/interpro/entry/InterPro/$1			IP|IPR|InterPro	False				IPR						1133		nbdc00108		interpro	interpro	ipr					interpro	r3d100010798		Interpro	DB-0052	P2926				
iobc	Interlinking Ontology for Biological Concepts	https://github.com/kushidat/IOBC	"Interlinking Ontology for Biological Concepts (IOBC) contains approximately 80,000 biological concepts such as biological phenomena, diseases, molecular functions, gene products, chemicals, and medical cares, and approximately 20,000 related concepts such as earth science and environmental science. The concepts are structured by thirty-five relations such as has function, has role, has quality, and precedes. Each concept has both of English and Japanese labels. For further information including the developmental method, see papers in the PUBLICATIONS PAGE. The license for this ontology is specified in the Creative Commons Attribution-NonCommercial 4.0 International. If you use data from this ontology, please be sure attribute this ontology as follows: ""Interlinking Ontology for Biological Concepts © National Bioscience Database Center licensed under CC Attribution-NonCommercial 4.0 International""."		200906038218908385	kushida@biosciencedbc.jp	http://purl.jp/bio/4/id/$1				False	IOBC				IOBC																									
ipi	International Protein Index	http://www.ebi.ac.uk/IPI	IPI provides a top level guide to the main databases that describe the proteomes of higher eukaryotic organisms. IPI maintaisn a database of cross references between the primary data sources, it provides minimally redundant but complete sets of proteins for featured species, and it maintains stable and unique identifiers.		IPI00000001		http://www.ebi.ac.uk/cgi-bin/dbfetch?db=IPI&id=$1&format=default				True				IPI								nbdc00911									ipi									
irct	Iranian Registry of Clinical Trials	https://en.irct.ir/	"Iranian Registry of Clinical Trials. This is a Primary Registry in the WHO Registry Network set up with the help from the Ministry of Health and Medical Education (MOHME) and hosted by Iran University of Medical Sciences (IUMS). (from homepage)
Note that the website uses a different identifier then the one reported in this semantic space."	^IRCT\d+N\d+$	IRCT20080904001199N7						False																														
ird.segment	IRD Segment Sequence	http://www.fludb.org/	Influenza Research Database (IRD) contains information related to influenza virus, including genomic sequence, strain, protein, epitope  and bibliographic information. The Segment Details page contains descriptive information and annotation data about a particular genomic segment and its encoded product(s).	^\w+(\_)?\d+(\.\d+)?$	CY077097	richard.scheuermann@nih.gov	http://www.fludb.org/brc/fluSegmentDetails.do?ncbiGenomicAccession=$1				False				IRD.SEGMENT										ird.segment	ird.segment						ird.segment									
irefweb	iRefWeb	http://wodaklab.org/iRefWeb/	iRefWeb is an interface to a relational database containing the latest build of the interaction Reference Index (iRefIndex) which integrates protein interaction data from ten different interaction databases: BioGRID, BIND, CORUM, DIP, HPRD, INTACT, MINT, MPPI, MPACT and OPHID. In addition, iRefWeb associates interactions with the PubMed record from which they are derived.	^\d+$	617102	shoshana@sickkids.ca	http://wodaklab.org/iRefWeb/interaction/show/$1				False				IREFWEB										irefweb	irefweb				300		irefweb	r3d100012725								
iresite	Database of experimentally verified IRES structures	http://www.iresite.org	The IRESite database presents information about experimentally studied IRES (Internal Ribosome Entry Site) segments. IRES regions are known to attract the eukaryotic ribosomal translation initiation complex and thus promote translation initiation independently of the presence of the commonly utilized 5'-terminal 7mG cap structure.		322	martin.pospisek@natur.cuni.cz	http://www.iresite.org/IRESite_web.php?page=view&entry_id=$1				False												nbdc01752									iresite									
iro	Insect Resistance Ontology			^\d{7}$	0000008		https://legacy.vectorbase.org/ontology-browser?cv=MIRO&t=IRO:$1				True																														
isbn	International Standard Book Number	http://isbndb.com/	The International Standard Book Number (ISBN) is for identifying printed books.	^(ISBN)?(-13|-10)?[:]?[ ]?(\d{2,3}[ -]?)?\d{1,5}[ -]?\d{1,7}[ -]?\d{1,6}[ -]?(\d|X)$	9781584885658		http://isbndb.com/search-all.html?kw=$1			ISBN-10|ISBN-13	False				ISBN-13						2634				isbn	isbn						isbn									
ised	Influenza Sequence and Epitope Database	http://influenza.korea.ac.kr	ISED catalogues the influenza sequence and epitope information obtained in countries worldwide and currently hosts a total of 49368 influenza A and 4761 influenza B virus sequence data including pandemic A/H1N1 2009 virus sequences collected in 42 countries, and a total of 545 amantadine-resistant influenza virus sequences collected in Korea.		AY209920						False																					ised									
isfinder	Insertion sequence elements database	http://www-is.biotoul.fr/i	ISfinder is a database of bacterial insertion sequences (IS). It assigns IS nomenclature and acts as a repository for ISs. Each IS is annotated with information such as the open reading frame DNA sequence, the sequence of the ends of the element and target sites, its origin and distribution together with a bibliography, where available.	^IS\w+(\-\d)?$	ISA1083-2	patricia.siguier@univ-tlse3.fr	https://www-is.biotoul.fr/scripts/ficheIS.php?name=$1				False				ISFINDER								nbdc00510		isfinder	isfinder						isfinder									
isni	International Standard Name Identifier	http://www.isni.org	"ISNI is the ISO certified global standard number for identifying the millions of contributors to creative works and those active in their distribution, including researchers, inventors, writers, artists, visual creators, performers, producers, publishers, aggregators, and more. It is part of a family of international standard identifiers that includes identifiers of works, recordings, products and right holders in all repertoires, e.g. DOI, ISAN, ISBN, ISRC, ISSN, ISTC, and ISWC.

The mission of the ISNI International Authority (ISNI-IA) is to assign to the public name(s) of a researcher, inventor, writer, artist, performer, publisher, etc. a persistent unique identifying number in order to resolve the problem of name ambiguity in search and discovery; and diffuse each assigned ISNI across all repertoires in the global supply chain so that every published work can be unambiguously attributed to its creator wherever that work is described."	^[0-9]{15}[0-9X]{1}$	000000012281955X		http://www.isni.org/isni/$1				False			20464											isni	isni											P213				
iso.3166	ISO 3166-1 Country Code	https://www.iso.org/iso-3166-country-codes.html	An identifier for a country in numeric format per ISO 3166-1	^\d+$	554		https://data.who.int/countries/$1				False																										P299				
iso15926	ISO 15926-14	https://15926.org/home/	The primary purpose of ISO 15926 is to provide a foundation ontology to support the integration and sharing of data related to the lifecycle of a process plant in such a way that it is consistent, unambiguous, and minimizing the number of ways something could be expressed. Further purpose of ISO 15926-14 is to meet needs for OWL 2 ontologies that are based on ISO 15926-2, that enable efficient reasoning and that capture lifecycle information. A specific purpose is to demonstrate lifecycle modelling through a representation of the lifecycle model of ISO/IEC 81346-1. Another specific purpose is to exemplify how this standard can be used to develop industrial ontologies through various real-world use cases from industry. (from https://nfdi4cat.org/services/ontologie-sammlung/)		activityBoundOf		http://standards.iso.org/iso/15926/part14/$1				False																														
isrctn	International Traditional Medicine Clinical Trial Registry	https://www.isrctn.com/	The ISRCTN registry is a primary clinical trial registry recognised by WHO and ICMJE that accepts all clinical research studies (whether proposed, ongoing or completed), providing content validation and curation and the unique identification number necessary for publication. All study records in the database are freely accessible and searchable. (from homepage)	^ISRCTN\d+$	ISRCTN10175490		https://www.isrctn.com/$1				False																														
