#curie_map:
#  CHEMINF: http://semanticscience.org/resource/CHEMINF_
#  GO: http://purl.obolibrary.org/obo/GO_
#  bartoc: http://bartoc.org/en/node/
#  bioportal: http://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  cellosaurus: https://www.cellosaurus.org/CVCL_
#  edam: http://edamontology.org/
#  fairsharing: https://fairsharing.org/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  miriam: https://registry.identifiers.org/registry/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://bioregistry.io/metaregistry/prefixcommons/
#  re3data: https://www.re3data.org/repository/
#  rrid: 'https://scicrunch.org/resolver/RRID:'
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#  togoid: https://togoid.dbcls.jp/ontology#
#  uniprot: http://purl.uniprot.org/uniprot/
#  wikidata: http://www.wikidata.org/entity/
#  xsd: http://www.w3.org/2001/XMLSchema#
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/refs/heads/main/exports/analyses/mapping_checking/mapping_embedding_similarities.tsv
#mapping_set_title: Bioregistry Mapping Similarity Analysis
#license: https://creativecommons.org/publicdomain/zero/1.0/
#issue_tracker: https://github.com/biopragmatics/bioregistry/issues
#extension_definitions:
#- slot_name: parts_used
#  type_hint: xsd:string
#- slot_name: reference_text
#  type_hint: xsd:string
#- slot_name: mapping_text
#  type_hint: xsd:string
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	similarity_score	parts_used	reference_text	mapping_text
bioregistry:getty.tgn	Getty Thesaurus of Geographic Names	skos:exactMatch	bartoc:109	Getty Thesaurus of Geographic Names	semapv:LexicalMatching	0.918681979	name,description,homepage	Getty Thesaurus of Geographic Names The Thesaurus of Geographic Names (TGN) is a terminology that focuses on places relevant to art, architecture, and related disciplines, recording names, relationships, place types, dates, notes, and coordinates for current and historical cities, nations, empires, archaeological sites, lost settlements, and physical features. The TGN is one of 5 Getty Vocabularies intended to provide terminology and other information about the objects, artists, concepts, and places important to various disciplines that specialize in art, architecture, and other material culture. https://www.getty.edu/research/tools/vocabularies/tgn	Getty Thesaurus of Geographic Names TGN is a structured vocabulary currently containing around 1,106,000 names and other information about places. Names for a place may include names in the vernacular language, English, other languages, historical names, names and in natural order and inverted order. Among these names, one is flagged as the preferred name. TGN is a thesaurus, compliant with ISO and NISO standards for thesaurus construction; it contains hierarchical, equivalence, and associative relationships. Note that TGN is not a GIS (Geographic Information System). While many records in TGN include coordinates, these coordinates are approximate and are intended for reference only. The focus of each TGN record is a place. There are around 912,000 places in the TGN. In the database, each place record (also called a subject) is identified by a unique numeric ID. Linked to the record for the place are names, the place's parent or position in the hierarchy, other relationships, geographic coordinates, notes, sources for the data, and place types, which are terms describing the role of the place (e.g., inhabited place and state capital). The temporal coverage of the TGN ranges from prehistory to the present and the scope is global. The TGN is a hierarchical database; its trees branch from a root called Top of the TGN hierarchies (Subject_ID: 1000000). Currently there are two TGN facets, World and Extraterrestrial Places. Under the facet World, places are arranged in hierarchies generally representing the current political and physical world, although some historical nations and empires are also included. There may be multiple broader contexts, making the TGN polyhierarchical. The primary users of the Getty vocabularies include museums, art libraries, archives, visual resource collection catalogers, bibliographic projects concerned with art, researchers in art and art history, and the information specialists who are dealing with the needs of these users. In addition, a significant number of users of the Getty vocabularies are students or members of the general public. http://www.getty.edu/research/tools/vocabularies/tgn/
bioregistry:jcggdb	Japan Consortium for Glycobiology and Glycotechnology Database	skos:exactMatch	integbio:nbdc01164	JCGGDB	semapv:LexicalMatching	0.918717504	name,description,homepage	Japan Consortium for Glycobiology and Glycotechnology Database JCGGDB (Japan Consortium for Glycobiology and Glycotechnology DataBase) is a database that aims to integrate all glycan-related data held in various repositories in Japan. This includes databases for large-quantity synthesis of glycogenes and glycans, analysis and detection of glycan structure and glycoprotein, glycan-related differentiation markers, glycan functions, glycan-related diseases and transgenic and knockout animals, etc. http://jcggdb.jp/index_en.html	JCGGDB This site is a search tool of JCGGDB which is a database of glycan-related data in Japan. It allows to search glycan structures using the monosaccharide symbol defined by the Consortium for Functional Glycomics (CFG) in U.S.A. https://jcggdb.jp/idb/flash/GlycoEditor.jsp
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch	fairsharing:FAIRsharing.b2979t	Monarch Disease Ontology	semapv:LexicalMatching	0.918733597	name,description,homepage	Mondo Disease Ontology The Mondo Disease Ontology (Mondo) aims to harmonize disease definitions across the world. https://monarch-initiative.github.io/mondo	Monarch Disease Ontology MonDO (Monarch Disease Ontology) is a semi-automatically constructed ontology that merges in multiple disease resources to yield a coherent merged ontology. https://mondo.monarchinitiative.org/
bioregistry:omim	Online Mendelian Inheritance in Man	skos:exactMatch	uniprot:DB-0062	Online Mendelian Inheritance in Man (OMIM)	semapv:LexicalMatching	0.918783903	name,homepage	Online Mendelian Inheritance in Man Online Mendelian Inheritance in Man is a catalog of human genes and genetic disorders. https://omim.org/	Online Mendelian Inheritance in Man (OMIM) https://www.omim.org/
bioregistry:kegg.rclass	KEGG Reaction Class	skos:exactMatch	integbio:nbdc00860	KEGG Reaction Class	semapv:LexicalMatching	0.918819606	name,description,homepage	KEGG Reaction Class KEGG RCLASS contains classification of reactions based on the chemical structure transformation patterns of substrate-product pairs (reactant pairs), which are represented by the so-called RDM patterns. http://www.genome.jp/kegg/reaction	KEGG Reaction Class KEGG RCLASS is a database of enzymatic reactions as organized by the KEGG system and contains an expandable list of all reaction types organized hierarchically. A search function for reaction class is also available. Users can obtain the compounds and enzymes involved for each specified reaction pathway. http://www.genome.jp/kegg-bin/get_htext?br08204.keg
bioregistry:icd9	International Classification of Diseases, 9th Revision	skos:exactMatch	hl7:2.16.840.1.113883.6.42	International Classification of Diseases, Version 9	semapv:LexicalMatching	0.918863297	name,description,homepage	International Classification of Diseases, 9th Revision The International Classification of Diseases (ICD) is designed to promote international comparability in the collection, processing, classification, and presentation of mortality statistics. https://www.cdc.gov/nchs/icd/icd9.htm	International Classification of Diseases, Version 9 International Classification of Diseases, Version 9 (ICD9) https://who.int
bioregistry:pmc	PubMed Central	skos:exactMatch	prefixcommons:pmc	Pubmed Central	semapv:LexicalMatching	0.918914318	name,description,homepage	PubMed Central PMC International (PMCI) is a free full-text archive of biomedical and life sciences journal literature. PMCI is a collaborative effort between the U.S. National Institutes of Health and the National Library of Medicine, the publishers whose journal content makes up the PMC archive, and organizations in other countries that share NIH's and NLM's interest in archiving life sciences literature. http://europepmc.org/	Pubmed Central PubMed Central (PMC) is the U.S. National Institutes of Health (NIH) digital archive of biomedical and life sciences journal literature. http://www.pubmedcentral.nih.gov/
bioregistry:ensembl	Ensembl Gene	skos:exactMatch	re3data:r3d100010228	Ensembl	semapv:LexicalMatching	0.91892761	name,description,homepage	Ensembl Gene Ensembl is a joint project between EMBL - EBI and the Sanger Institute to develop a software system which produces and maintains automatic annotation on selected eukaryotic genomes. This collections also references outgroup organisms. https://www.ensembl.org/	Ensembl The Ensembl project produces genome databases for vertebrates and other eukaryotic species. Ensembl is a joint project between the European Bioinformatics Institute (EBI) and the Wellcome Trust Sanger Institute (WTSI) to develop a software system that produces and maintains automatic annotation on selected genomes.The Ensembl project was started in 1999, some years before the draft human genome was completed. Even at that early stage it was clear that manual annotation of 3 billion base pairs of sequence would not be able to offer researchers timely access to the latest data. The goal of Ensembl was therefore to automatically annotate the genome, integrate this annotation with other available biological data and make all this publicly available via the web. Since the website's launch in July 2000, many more genomes have been added to Ensembl and the range of available data has also expanded to include comparative genomics, variation and regulatory data. Ensembl is a joint project between European Bioinformatics Institute (EBI), an outstation of the European Molecular Biology Laboratory (EMBL), and the Wellcome Trust Sanger Institute (WTSI). Both institutes are located on the Wellcome Trust Genome Campus in Hinxton, south of the city of Cambridge, United Kingdom. https://www.ensembl.org/
bioregistry:smpdb	Small Molecule Pathway Database	skos:exactMatch	edam:2659	Pathway ID (SMPDB)	semapv:LexicalMatching	0.919003069	name,description	Small Molecule Pathway Database The Small Molecule Pathway Database (SMPDB) contains small molecule pathways found in humans, which are presented visually. All SMPDB pathways include information on the relevant organs, subcellular compartments, protein cofactors, protein locations, metabolite locations, chemical structures and protein quaternary structures. Accompanying data includes detailed descriptions and references, providing an overview of the pathway, condition or processes depicted in each diagram. https://smpdb.ca/	Pathway ID (SMPDB) Identifier of a pathway from the Small Molecule Pathway Database (SMPDB).
bioregistry:antifam	AntiFam	skos:exactMatch	uniprot:DB-0275	AntiFam resource to identify spurious protein predictions	semapv:LexicalMatching	0.919046938	name,homepage	AntiFam AntiFam is a database of spurious protein families that have been removed from Pfam due to incorrect hidden Markov model prediction. https://www.ebi.ac.uk/interpro/entry/antifam	AntiFam resource to identify spurious protein predictions https://www.ebi.ac.uk/interpro/entry/antifam
