prefix	name	alt_name	homepage
nbdc02171	MultiCellular DataBase	MultiCellDB	http://multicellds.org/MultiCellDB.php
nbdc02172	denovo-db		http://denovo-db.gs.washington.edu/
nbdc02173	The Chemical Probes Portal		http://www.chemicalprobes.org
nbdc02175	Tropical Data Hub	TDH	https://tropicaldatahub.org/
nbdc02176	Banana21		http://www.banana21.org/
nbdc02177	CropPAL		http://crop-pal.org/
nbdc02178	Chickpea Portal		http://www.cicer.info/databases.php
nbdc02179	General Practice Notebook	GP Notebook	http://www.gpnotebook.co.uk
nbdc02181	Database of local DNA conformers	Dolce	http://ich.vscht.cz/projects/dolce/viewHome
nbdc02182	TissueNet	TissueNet	https://netbio.bgu.ac.il/tissuenet3/
nbdc02183	Brazilian Flora 2020		http://floradobrasil.jbrj.gov.br/
nbdc02184	Proteome-pI : proteome isoelectric point database	Proteome-pI	http://isoelectricpointdb.org/
nbdc02185	Reflora Virtual Herbarium	REFLORA	http://floradobrasil.jbrj.gov.br/reflora/herbarioVirtual
nbdc02186	LinkProt: A database of proteins with topological links	LinkProt	http://linkprot.cent.uw.edu.pl/
nbdc02188	mirDNMR		http://www.wzgenomics.cn/mirdnmr/
nbdc02189	Musa Germplasm Information System	MGIS	https://www.crop-diversity.org/mgis/
nbdc02190	Banana Genome Hub	BGH	http://banana-genome-hub.southgreen.fr/
nbdc02193	Target Central Resource Database	TCRD	http://juniper.health.unm.edu/tcrd/
nbdc02194	The Benchmark Energy & Geometry Database	BEGDB	http://www.begdb.org/
nbdc02195	Hepatitis C Virus Ires Variation Database	HCVIVdb	http://www.hcvivdb.org/
nbdc02196	Swiss-Czech Proteomics Server	SWICZ	http://proteom.biomed.cas.cz/
nbdc02197	Face Of Fungi	FoF	http://www.facesoffungi.org/
nbdc02198	Open Targets		https://platform.opentargets.org/
nbdc02199	MalaCards		http://www.malacards.org/
nbdc02200	MorphoBank		https://morphobank.org/
nbdc02201	Virtual Fly Brain	VFB	https://virtualflybrain.org
nbdc02202	GBIF Spain IPT - GBIF Spain Repository		http://www.gbif.es/ipt/
nbdc02203	Ontobee		http://www.ontobee.org/
nbdc02204	Atlas of Living Australia IPT - GBIF Australia Repository		https://bie.ala.org.au/search?q=
nbdc02205	Canadensys IPT - GBIF Canadensys Repository		https://data.canadensys.net/ipt/
nbdc02206	SiB Colombia IPT - GBIF Colombia Repository		http://ipt.biodiversidad.co/sib/
nbdc02207	SureChEMBL		https://www.surechembl.org
nbdc02208	REGULATOR		http://www.bioinformatics.org/regulator
nbdc02209	BCCM/GeneCorner Plasmid Collection	BCCM/GeneCorner	http://www.genecorner.ugent.be/
nbdc02210	The Department of Energy Systems Biology Knowledgebase	KBase	https://www.kbase.us
nbdc02211	Continuously Automated Model Evaluation	CAMEO	http://cameo3d.org/
nbdc02212	Sequencing Initiative Suomi	SISu	http://www.sisuproject.fi/
nbdc02214	Database Of Local Biomolecular Conformers	Dolbico	http://dolbico.org/
nbdc02215	Ensembl Genomes		https://ensemblgenomes.org/
nbdc02216	Enzyme Portal		http://www.ebi.ac.uk/enzymeportal/
nbdc02218	Microbial Genome Annotation & Analysis Platform	MicroScope	http://www.genoscope.cns.fr/agc/microscope/home/
nbdc02219	BCCM/LMG Bacteria Collection	BCCM/LMG	http://bccm.belspo.be/about-us/bccm-lmg
nbdc02220	BCCM/ULC Cyanobacteria Collection	BCCM/ULC	http://bccm.belspo.be/about-us/bccm-ulc
nbdc02221	Orthologous MAtrix	OMA	http://omabrowser.org/oma/about/
nbdc02222	BCCM/ITM Mycobacteria Collection	BCCM/ITM	http://bccm.belspo.be/about-us/bccm-itm
nbdc02223	BCCM/DCG Diatoms Collection	BCCM/DCG	http://bccm.belspo.be/about-us/bccm-dcg
nbdc02227	BCCM/IHEM Biomedical Fungi and Yeasts Collection	BCCM/IHEM	http://bccm.belspo.be/about-us/bccm-ihem
nbdc02228	BCCM/MUCL Environmental and Applied Mycology	BCCM/MUCL	http://bccm.belspo.be/about-us/bccm-mucl
nbdc02229	Genome Sequence Archive	GSA	https://bigd.big.ac.cn/gsa/
nbdc02230	PMut Data Repository	PMutData	http://mmb.irbbarcelona.org/PMut/repository
nbdc02231	DataONE	Data Observation Network for Earth	https://www.dataone.org
nbdc02232	Earthref.org		https://earthref.org
nbdc02233	mentha		http://mentha.uniroma2.it/
nbdc02234	Interdisciplinary Earth Data Alliance	IEDA	https://www.iedadata.org/
nbdc02235	Oak Ridge National Laboratory Distributed Active Archive Center for Biogeochemical Dynamics	ORNL DAAC for Biogeochemical Dynamics	https://daac.ornl.gov
nbdc02236	Hardwood Genomics Project	HWG	http://www.hardwoodgenomics.org/
nbdc02237	NERC Environmental Information Data Centre	EIDC	https://eidc.ac.uk
nbdc02238	System for Earth Sample Registration Catalog	SESAR Catalog	https://www.geosamples.org/
nbdc02239	Leiden Open Variation Database	LOVD	https://www.lovd.nl/3.0/home
nbdc02240	Research Data Australia	RDA	https://researchdata.edu.au/
nbdc02241	Harvard Dataverse Repository		https://dataverse.harvard.edu
nbdc02242	Mendeley Data		https://data.mendeley.com
nbdc02243	The Triticeae Toolbox	T3	https://triticeaetoolbox.org/
nbdc02245	Chile National Health Survey 2009-2010	Chile NHS 2009	http://epi.minsal.cl/bases-de-datos/
nbdc02246	Visual Database for Organelle Genome	VDOG	http://bio.njfu.edu.cn/VDOG
nbdc02247	Belgian BIF IPT - GBIF Belgium Repository		http://ipt.biodiversity.be/
nbdc02248	GBIF Mauritania IPT - GBIF Belgium	MrBIF IPT - GBIF Belgium	http://ipt-mrbif.bebif.be/
nbdc02249	Antabif IPT - AntOBIS IPT - GBIF Belgium		http://ipt.biodiversity.aq/
nbdc02250	Biofresh IPT - GBIF Belgium		https://data.freshwaterbiodiversity.eu/
nbdc02251	Danish Biodiversity Information Facility IPT - GBIF Denmark	DanBIF IPT - GBIF Denmark	http://danbif.au.dk/ipt/
nbdc02252	Finnish Biodiversity Information Facility Digitarium IPT - GBIF Finland	FinBIF Digitarium IPT - GBIF Finland	https://ipt.laji.fi/ipt/
nbdc02253	GBIF France IPT - GBIF France		http://ipt.gbif.fr/
nbdc02254	GBIF Benin IPT - GBIF France		http://ipt-benin.gbif.fr/
nbdc02255	GBIF Guinea IPT - GBIF France		http://ipt-guinee.gbif.fr/
nbdc02256	Madagascar Biodiversity Information Facility IPT - GBIF France	MadBIF IPT - GBIF France	http://ipt.madbif.mg/
nbdc02257	GBIF Togo IPT - GBIF France		http://ipt-togo.gbif.fr/
nbdc02258	GBIF Norway (Norway IPT)	GBIF.no	https://www.gbif.no/
nbdc02259	Portugal IPT - GBIF Portugal		http://ipt.gbif.pt/ipt/
nbdc02260	South African National Biodiversity Institute IPT - GBIF South Africa	SANBI IPT - GBIF South Africa	http://197.189.235.147:8080/iptsanbi/
nbdc02261	Sweden IPT - GBIF Sweden		http://www.gbif.se/ipt
nbdc02262	Taiwan Biodiversity Information Facility IPT - GBIF Taiwan	TaiBIF IPT - GBIF Taiwan	http://ipt.taibif.tw/
nbdc02263	Ocean Biodiversity Information System USA IPT - USGS	OBIS-USA - USGS	https://www1.usgs.gov/obis-usa/ipt
nbdc02264	Nonindigenous Aquatic Species NAS IPT - USGS	NAS IPT - USGS	https://nas.er.usgs.gov/ipt/
nbdc02265	Global Biodiversity Information Facility - US Integrated Publishing Toolkit	GBIF-US IPT	https://www.gbif.us/
nbdc02266	VertNet IPT		http://ipt.vertnet.org:8080/ipt/
nbdc02267	EPA Comptox Chemicals Dashboard		https://comptox.epa.gov/dashboard
nbdc02268	BenchSci		https://www.benchsci.com/
nbdc02269	Xenobiotics Metabolism Database	XMetDB	http://www.xmetdb.org/
nbdc02270	iDigBio IPT		http://ipt.idigbio.org
nbdc02271	Human Protein-Protein Interaction rEference	HIPPIE	http://cbdm.uni-mainz.de/hippie/
nbdc02272	Health and Medical Care Archive	HMCA	https://www.icpsr.umich.edu/web/pages/HMCA/index.html
nbdc02273	Data Sharing for Demographic Research	DSDR	http://dsdr.icpsr.umich.edu/
nbdc02274	Ocean Biodiversity Information System IPT	OBIS IPT	http://ipt.vliz.be/
nbdc02275	eyeGENE: The National Ophthalmic Genotyping and Phenotyping Network	eyeGENE	https://eyegene.nih.gov
nbdc02276	GWIPS-viz		http://gwips.ucc.ie/
nbdc02277	real-time quantitative PCR Primer Database	qPrimerDB	http://biodb.swu.edu.cn/qprimerdb/
nbdc02278	UK Data Service	UKDS	https://www.ukdataservice.ac.uk/get-data
nbdc02280	CSIRO Data Access Portal	CSIRO DAP	https://data.csiro.au/collections
nbdc02281	Swedish National Data Service	SND	https://snd.gu.se/en
nbdc02282	Donders Repository	DR	http://data.donders.ru.nl
nbdc02283	Biological and Chemical Oceanography Data Management Office	BCO-DMO	https://www.bco-dmo.org/
nbdc02284	Project Tycho: Data for Health		https://www.tycho.pitt.edu/
nbdc02285	VDJdb: a curated database of T-cell receptors with known antigen specificity	VDJdb	https://vdjdb.cdr3.net
nbdc02286	e-ReColNat		https://explore.recolnat.org
nbdc02287	iReceptor Public Archive	IPA	https://www.ireceptor.org/
nbdc02288	The Encyclopedia of Proteome Dynamics	EPD	https://peptracker.com/epd
nbdc02290	NCI Center for Strategic Scientific Initiatives Data Coordinating Center	CSSI DCC	https://cssi-dcc.nci.nih.gov/cssiportal/
nbdc02291	Omics Discovery Index	OmicsDI	http://www.omicsdi.org/home
nbdc02292	The Mass Genome Annotation Data Repository	MGA	https://epd.expasy.org/mga/
nbdc02293	G-Node Data Infrastructure Services	GIN	https://gin.g-node.org/
nbdc02294	Mutual Folding Induced by Binding Database	MFIB	http://mfib.enzim.ttk.mta.hu
nbdc02295	Disordered Binding Sites Database	DIBS	http://dibs.enzim.ttk.mta.hu
nbdc02296	Database of fuzzy protein complexes	FuzDB	http://protdyn-database.org/
nbdc02297	NASA GeneLab	genelab	https://genelab.nasa.gov/
nbdc02298	FlavorDB		http://cosylab.iiitd.edu.in/flavordb
nbdc02299	ProteomicsDB	PrDB	https://www.proteomicsdb.org/
nbdc02300	Target Pathogen		http://target.sbg.qb.fcen.uba.ar/patho/
nbdc02301	brainlife	BL	https://brainlife.io
nbdc02302	Planteome		http://www.planteome.org
nbdc02303	Alliance of Genome Resources		http://alliancegenome.org
nbdc02304	DOMMINO: A comprehensive database of macromolecular interactions		http://www.dommino.org
nbdc02305	DNAtraffic		http://dnatraffic.ibb.waw.pl/
nbdc02306	doRiNA		http://dorina.mdc-berlin.de
nbdc02307	ExoCarta		http://www.exocarta.org
nbdc02308	GABI-Kat SimpleSearch	GABI-Kat	http://www.gabi-kat.de/
nbdc02309	Integrated Microbial Genomes And Microbiomes	IMG/M	http://img.jgi.doe.gov/cgi-bin/m/main.cgi
nbdc02311	Online GEne Essentiality database	OGEE	https://v3.ogee.info/#/home
nbdc02312	The Human OligoGenome Resource: A Database for Customized Targeted Resequencing Covering the Human Genome		http://oligogenome.stanford.edu/
nbdc02313	Autism Knowledgebase	Autism KB	http://autismkb.cbi.pku.edu.cn/
nbdc02314	Death Domain Database		http://www.deathdomain.org
nbdc02315	Gene3D		http://gene3d.biochem.ucl.ac.uk
nbdc02316	Integrated Genomic Database of Non-Small Cell Lung Cancer	IGDB.NSCLC	http://igdb.nsclc.ibms.sinica.edu.tw
nbdc02318	Stem Cell Discovery Engine	SCDE	http://discovery.hsci.harvard.edu/
nbdc02319	SuperTarget		http://bioinformatics.charite.de/supertarget
nbdc02320	TDR Targets		http://tdrtargets.org
nbdc02321	Virulence Factor Database	VFDB	http://www.mgc.ac.cn/VFs/
nbdc02322	RhesusBase		https://rhesusbase.com/
nbdc02323	AgBase		http://www.agbase.msstate.edu/
nbdc02324	Evolutionary Trace		http://mammoth.bcm.tmc.edu/ETserver.html
nbdc02326	Comparative Fungal Genomics Platform	CFGP	http://cfgp.snu.ac.kr
nbdc02327	Patent Data Resources		http://www.ebi.ac.uk/patentdata/proteins
nbdc02328	Transmembrane Helices in Genome Sequences	THGS	http://pranag.physics.iisc.ernet.in/thgs/
nbdc02329	GenoList Genome Browser	GenoList	http://genolist.pasteur.fr/
nbdc02330	Infevers		https://infevers.umai-montpellier.fr/web/
nbdc02331	caArray		https://array.nci.nih.gov/caarray/home.action
nbdc02332	The Signaling Gateway		http://www.signaling-gateway.org
nbdc02333	EORTC clinical trials	EORTC	http://www.eortc.org/clinical-trials/
nbdc02334	Berkeley Drosophila Transcription Network Project	BDTNP	http://bdtnp.lbl.gov:8080/Fly-Net/
nbdc02335	Atlases - Pathology images		http://atlases.muni.cz
nbdc02336	C. elegans Natural Diversity Resource	CeNDR	http://www.elegansvariation.org
nbdc02337	WheatGenome.info		http://www.wheatgenome.info/wheat_genome_databases.php
nbdc02338	Brassica Genome		http://www.brassicagenome.net/details.php
nbdc02339	Comprehensive Antibiotic Resistance Database	CARD	http://arpcard.mcmaster.ca
nbdc02340	ICLAC Database of Cross-Contaminated or Misidentified Cell Lines		http://iclac.org/databases/cross-contaminations/
nbdc02341	Natural Environmental Research Council Data Catalogue Service	NERC Data Catalogue Service	https://data-search.nerc.ac.uk/geonetwork/srv/ger/catalog.search#/home
nbdc02342	NASA Global Change Master Directory	GCMD/IDN	https://idn.ceos.org
nbdc02343	Nucleic Acid Drug Database		https://medals.jp/edrugnainfo.html
nbdc02344	AJCSD	ASEAN-Japan Chemical Safety Database	https://www.ajcsd.org/
nbdc02346	MiFuP Safety		https://www.nite.go.jp/nbrc/mrinda/mifup_safety/
nbdc02347	Rubber Genome & Transcriptome Database		http://matsui-lab.riken.jp/rubber/home.html
nbdc02348	AgroLD	Agronomic Linked Data	http://agrold.southgreen.fr/agrold/
nbdc02350	MeKO		http://prime.psc.riken.jp/meko/
nbdc02351	ReSpect	ReSpect for Phytochemicals	http://spectra.psc.riken.jp/
nbdc02352	RIKEN HIFI	RIKEN Heteroatom-containing Ion Finder	http://spectra.psc.riken.jp/menta.cgi/hifi/index
nbdc02353	PubCaseFinder		https://pubcasefinder.dbcls.jp
nbdc02354	DropViz		http://dropviz.org
nbdc02355	Computational metabolomics		http://prime.psc.riken.jp/Metabolomics_Software/
nbdc02356	MGeND	Medical genomics Japan Variant Database	https://mgend.ncgm.go.jp/
nbdc02357	KEGG NETWORK Database		http://www.kegg.jp/kegg/network.html
nbdc02358	MeCab user dictionary for science technology term		https://dbarchive.biosciencedbc.jp/en/mecab/desc.html
nbdc02360	Rice SNP-Seek Database		http://snp-seek.irri.org/
nbdc02361	Pancreas Expression Database		http://www.pancreasexpression.org
nbdc02362	CoDNaS	Conformational diversity of Native State database	http://ufq.unq.edu.ar/codnas/index.php
nbdc02363	RiceVarMap v2.0	Rice Variation Map v2.0	http://ricevarmap.ncpgr.cn/v2/
nbdc02364	KNApSAcK Twins		http://www.knapsackfamily.com/Twins/top.jsp
nbdc02365	KNApSAcK CobWeb		http://www.knapsackfamily.com/CobWeb/top.jsp
nbdc02366	MTGD	Medicago truncatula Genome Database	http://www.medicagogenome.org/
nbdc02367	FioreDB	Database for Flower Bio-engineering by CRES-T	http://www.cres-t.org/fiore/public_db/index.shtml
nbdc02368	NBRP - Pathogenic bacteria	National Bioresource Project - Pathogenic bacteria	http://pathogenic-bacteria.nbrp.jp/
nbdc02369	NBRP - Pathogenic eukaryotic microorganisms	National Bioresource Project - Pathogenic eukaryotic microorganisms	https://pathogenic-microbes.nbrp.jp/
nbdc02371	PURL		https://purl.dbcls.jp/docs/index.html
nbdc02372	NBRP Medaka Phenotype Metadata		https://metadb.riken.jp/metadb/db/NBRP_medaka
nbdc02373	DeepBlue	DeepBlue Epigenomic Data Server	http://deepblue.mpi-inf.mpg.de
nbdc02374	Type Collection Database		http://umdb.um.u-tokyo.ac.jp/DShokubu/herbarium/en_ver2/index.php
nbdc02375	PlantExpress		http://plantomics.mind.meiji.ac.jp/PlantExpress/
nbdc02376	NGSmethDB		https://bioinfo2.ugr.es/NGSmethDB/
nbdc02377	WABI	Web API for Biology	https://www.ddbj.nig.ac.jp/wabi-e.html
nbdc02378	RINGS	Resource for Informatics of Glycomes at Soka	https://rings.glycoinfo.org/
nbdc02379	LPixel ImageJ Plugins		https://lpixel.net/en/products/lpixel-imagej-plugins/
nbdc02380	PCIDB	PhytoChemical Interactions DB	https://www.genome.jp/db/pcidb
nbdc02381	MCAW-DB		https://mcawdb.glycoinfo.org/
nbdc02382	REPAIRtoire	A database of DNA repair pathways	http://repairtoire.genesilico.pl
nbdc02383	pdbBAM		http://aoba.hgc.jp/pdbbam/index.html
nbdc02384	JT Biohistory Research Hall : Data Resources		http://www.brh2.jp
nbdc02385	AtMetExpress LC-MS		http://prime.psc.riken.jp/lcms/AtMetExpress/
nbdc02387	RECOG	Research Environment for Comparative Genomics	http://mbgd.genome.ad.jp/RECOG/
nbdc02388	Pathogenic fungi/actinomycetes catalog		https://daphne.pf.chiba-u.jp/distribution/catalog
nbdc02389	BGDB	Buckwheat Genome DataBase	http://buckwheat.kazusa.or.jp
nbdc02390	FiMSeA	Fishes of Mainland Southeast Asia	https://ffish.asia
nbdc02391	Mutation@A Glance		http://mutation.nagahama-i-bio.ac.jp
nbdc02393	ALCOdb	Algae Gene Coexpression Database	http://alcodb.jp
nbdc02394	AlliumTDB		http://alliumtdb.kazusa.or.jp/index.html
nbdc02399	TOHO rSNP DB		http://www.drkazu.com/TOHOrSNPdb.htm
nbdc02400	TOHO rSNP DB2		http://www.drkazu.com/TOHOrSNPdb2.html
nbdc02401	TodoFirGene		http://plantomics.mind.meiji.ac.jp/todomatsu/
nbdc02402	TEC database	Transcription Profile of Escherichia coli database	https://shigen.nig.ac.jp/ecoli/tec/
nbdc02403	Global Red List of Japanese Threatened Plants		http://www.kahaku.go.jp/english/research/db/botany/redlist/index.html
nbdc02404	Neotoma	Neotoma Paleoecology Database	https://www.neotomadb.org
nbdc02406	RADDAR-J	Rare Disease Data Registry of Japan	https://www.raddarj.org/en/
nbdc02407	Database of Genotoxicity of Chemicals	the MUTANTS	http://www.j-ems.org/the-mutants/mo-ishidate/index.html
nbdc02411	eJIM	Information site for evidence-based Japanese Integrative Medicine	http://www.ejim.ncgg.go.jp/en/index.html
nbdc02412	JFADdb	Japanese Familial Alzheimer's Disease database	http://www.alzdb.org/jfad/
nbdc02415	GlyCosmos Portal		https://glycosmos.org/
nbdc02416	Plant GARDEN	Plant Genome And Resource Database ENtry	https://plantgarden.jp/app_en/
nbdc02418	Linnaeus NG		http://linnaeus.naturalis.nl
nbdc02419	GenEpid-J	Database of Pathogen Genomics and Epidemiology	https://gph.niid.go.jp/genepid-j/
nbdc02420	GenomeSync		http://genomesync.org/
nbdc02421	Brain/MINDS Data Portal	Brain Mapping by Integrated Neurotechnologies for Disease Studies Data Portal	https://www.brainminds.riken.jp/
nbdc02422	Marmoset Gene Atlas		https://gene-atlas.brainminds.riken.jp/
nbdc02425	OJRES (Oxycomanthus Japonicus RESources)	National BioResource Project Oxycomanthus Japonicus	http://marinebio.nbrp.jp/oxycomanthus/
nbdc02426	iMETHYL	integrative DNA methylation database	http://imethyl.iwate-megabank.org/
nbdc02427	VaProS	VAriation effect on PROtein Structure and function	http://pford.info/vapros/
nbdc02428	hGTOP	H Genome TO Protein structures and functions	http://pford.info/hGTOP/
nbdc02429	NLDB	Natural Ligand DataBase	http://nldb.hgc.jp
nbdc02430	NBRP C. elegans	National Bioresource Project C. elegans	http://shigen.lab.nig.ac.jp/c.elegans/
nbdc02435	DruMAP	Drug Metabolism and pharmacokinetics Analysis Platform	https://drumap.nibiohn.go.jp/
nbdc02440	PHIS	Phenotyping Hybrid Information System	http://www.phis.inra.fr/
nbdc02441	Eggplant Genome DataBase		http://eggplant.kazusa.or.jp/
nbdc02442	DBcherry		http://cherry.kazusa.or.jp/
nbdc02443	Silkworm, Bombyx mori, reference transcriptome data		https://dbarchive.biosciencedbc.jp/en/kaiko/desc.html
nbdc02444	Sweetpotato GARDEN	Sweetpotato Genome And Resource Database Entry	http://sweetpotato-garden.kazusa.or.jp/
nbdc02445	Zoysia Genome Database		http://zoysia.kazusa.or.jp/
nbdc02446	Eucalyptus camaldulensis Genome Database		http://www.kazusa.or.jp/eucaly/
nbdc02447	Mum GARDEN	Mum Genome And Resource Database Entry	http://mum-garden.kazusa.or.jp/
nbdc02448	Burkholderia Genome DB	Burkholderia Genome Database	https://www.burkholderia.com/
nbdc02449	PGD	Pig Genome Database	https://www.animalgenome.org/pig/genome/db/
nbdc02450	SYGD	sake yeast genome database	https://www.nrib.go.jp/English/researches/sygd_en.htm
nbdc02451	ALEdb	Adaptive Laboratory Evolution database	https://aledb.org/
nbdc02452	AmtDB	Ancient mtDNA database	https://amtdb.org/
nbdc02453	Ancestral Genomes	Ancestral Genomes Resource	http://ancestralgenomes.org/
nbdc02454	AWESOME	A Website Exhibits SNP On Modification Event	http://www.awesome-hust.com/
nbdc02455	Bactome	bacterial genome database	https://bactome.helmholtz-hzi.de/
nbdc02456	CAGm	Comparative Analysis of Germline Microsatellites	http://www.cagmdb.org/
nbdc02457	CancerSEA	Cancer Single-cell State Atlas	http://biocc.hrbmu.edu.cn/CancerSEA/
nbdc02458	CancerSplicingQTL		http://www.cancersplicingqtl-hust.com/
nbdc02459	CellMarker		http://biocc.hrbmu.edu.cn/CellMarker/
nbdc02460	Cell Model Passports		https://cellmodelpassports.sanger.ac.uk/
nbdc02461	Tree Shrew Database		http://www.treeshrewdb.org
nbdc02462	ChIPprimersDB		https://www.chipprimers.com/
nbdc02463	CMAUP	Collective Molecular Activities of Useful Plants	http://bidd.group/CMAUP/
nbdc02464	CoevDB		http://phylodb.unil.ch/CoevDB/
nbdc02465	CRISPRlnc		http://crisprlnc.xtbg.ac.cn/
nbdc02466	DSMNC	Database of somatic mutations in normal cells	http://dsmnc.big.ac.cn
nbdc02467	dbAMP		http://140.138.77.240/~dbamp/index.php
nbdc02468	EDK	Editome disease knowledgebase	https://bigd.big.ac.cn/edk
nbdc02469	EncoMPASS	Encyclopedia of Membrane Proteins Analyzed by Structure and Symmetry	https://encompass.ninds.nih.gov
nbdc02470	EndoDB	Endothelial cell database	https://endotheliomics.shinyapps.io/endodb/
nbdc02471	ENPD	Eukaryotic Nucleic acid binding Protein Database	http://qinlab.sls.cuhk.edu.hk/ENPD
nbdc02472	ETCM	Encyclopedia of Traditional Chinese Medicine	http://www.tcmip.cn/ETCM/
nbdc02473	EVmiRNA	Extracellular vesicle miRNA database	http://bioinfo.life.hust.edu.cn/EVmiRNA
nbdc02474	EWAS Atlas	A knowledgebase of Epigenome-Wide Association Studies	http://bigd.big.ac.cn/ewas
nbdc02475	EWASdb	epigenome-wide association study database	http://www.bioapp.org/ewasdb/
nbdc02476	FusionGDB2	Fusion Gene annotation DataBase	https://compbio.uth.edu/FusionGDB2/
nbdc02477	gcMeta		https://gcmeta.wdcm.org
nbdc02478	HACER	Human ACtive Enhancer to interpret Regulatory variants	http://bioinfo.vanderbilt.edu/AE/HACER
nbdc02479	HmtVar		https://www.hmtvar.uniba.it
nbdc02481	KinaMetrix		http://kinametrix.com
nbdc02482	liqDB		https://bioinfo5.ugr.es/liqdb
nbdc02483	MemProtMD		http://memprotmd.bioch.ox.ac.uk
nbdc02484	MethMotif		https://bioinfo-csi.nus.edu.sg/methmotif
nbdc02485	NucMap		https://bigd.big.ac.cn/nucmap/
nbdc02486	OncoBase		http://www.oncobase.biols.ac.cn
nbdc02487	OpenProt		http://www.openprot.org
nbdc02489	Pancan-meQTL	Methylation quantitative trait loci in cancer	http://bioinfo.life.hust.edu.cn/Pancan-meQTL
nbdc02491	piRTarBase	piRNA targeting sites	http://cosbi6.ee.ncku.edu.tw/piRTarBase/
nbdc02494	DILI-TOOLBOX		https://dili-toolbox.nibiohn.go.jp
nbdc02495	DILI-cSEARCH		https://dili-csearch.nibiohn.go.jp/en
nbdc02496	TOXPILOT	Toxic process interpretable knowledge system	https://toxpilot.nibiohn.go.jp
nbdc02497	toxBridge		https://toxbridge.id3inst.org/top
nbdc02498	toxRank		https://toxrank.id3inst.org/
nbdc02502	FMODB		https://drugdesign.riken.jp/FMODB/
nbdc02503	Food Metabolome Repository		http://metabolites.in/foods/
nbdc02504	Factorbook		http://www.factorbook.org/
nbdc02505	NGS-QC	Next Generation Sequencing Quality Control Generator	http://www.ngs-qc.org/
nbdc02506	Yeast GFP	Yeast GFP Fusion Localization Database	https://yeastgfp.yeastgenome.org/
nbdc02507	CYCLoPs	Collection of Yeast Cell and Localization Patterns	https://thecellvision.org/cyclops/
nbdc02508	CistromeDB	Cistrome Data Browser	http://dc2.cistrome.org/#/
nbdc02509	LncRRIsearch		http://rtools.cbrc.jp/LncRRIsearch/
nbdc02510	Collagenseq	Collagen reference database	https://togodb.biosciencedbc.jp/db/collagenseq
nbdc02511	Japan Monkey Centre (JMC) Primates Brain Imaging Repository		http://www.j-monkey.jp/BIR/index_e.html
nbdc02512	pEVE	predicted endogenous viral elements in eukaryotic genomes	http://peve.med.u-tokai.ac.jp/
nbdc02513	CADS	Catalyst Acquisition by Data Science	https://cads.eng.hokudai.ac.jp/
nbdc02514	pATLAS	Plasmid Atlas	http://www.patlas.site
nbdc02515	PLSDB		https://ccb-microbe.cs.uni-saarland.de/plsdb
nbdc02516	PopHumanScan		https://pophumanscan.uab.cat
nbdc02517	qPhos		http://qphos.cancerbio.info
nbdc02518	RetroRules		https://retrorules.org
nbdc02519	RNAct		http://rnact.crg.eu
nbdc02520	SEdb	The comprehensive human Super-Enhancer database	http://www.licpathway.net/sedb
nbdc02521	SSRome		http://mggm-lab.easyomics.org
nbdc02522	SymMap		http://www.symmap.org
nbdc02523	Trips-Viz		http://trips.ucc.ie
nbdc02524	BioResource MetaDatabase		https://knowledge.brc.riken.jp/
nbdc02525	MoG+	Mouse genome database with high added value	https://molossinus.brc.riken.jp/mogplus/
nbdc02526	UniLectin		http://www.unilectin.eu
nbdc02527	Victors	Virulence factors	http://www.phidias.us/victors
nbdc02528	VMH	Virtual metabolic human	https://www.vmh.life
nbdc02529	YeastRGB		http://www.yeastRGB.org
nbdc02530	CADD	Combined Annotation-Dependent Depletion	http://cadd.gs.washington.edu
nbdc02531	GENCODE		http://www.gencodegenes.org
nbdc02532	Haemosphere		http://haemosphere.org
nbdc02533	HumanNet	Human gene networks for disease research	https://www.inetbio.org/humannet/
nbdc02534	LncACTdb 3.0		http://bio-bigdata.hrbmu.edu.cn/LncACTdb/
nbdc02535	MoonDB		http://moondb.hb.univ-amu.fr
nbdc02536	OrthoInspector		https://lbgi.fr/orthoinspectorv3/
nbdc02537	Stemformatics		https://www.stemformatics.org
nbdc02538	Vesiclepedia		http://www.microvesicles.org
nbdc02539	PreMedKB	Precision medicine knowledgebase	http://www.fudan-pgx.org/premedkb/index.html#/home
nbdc02540	iProX		https://www.iprox.org/
nbdc02541	LncBook		https://ngdc.cncb.ac.cn/lncbook/
nbdc02542	PDX Finder	Patient-Derived tumor Xenograft Finder	http://www.pdxfinder.org
nbdc02543	piRBase		http://bigdata.ibp.ac.cn/piRBase/
nbdc02544	Development of a Drug Discovery Informatics System		https://www.id3inst.org
nbdc02547	AMED Cardiotoxicity Database		https://drugdesign.riken.jp/hERGdb
nbdc02548	MiGD	Mikan Genome Database	https://mikan.dna.affrc.go.jp/
nbdc02549	CREEDS	Crowd Extracted Expression of Differential Signatures	http://amp.pharm.mssm.edu/CREEDS/
nbdc02552	MushPlant		http://www.nihs.go.jp/dnfi/Mush-en.html
nbdc02553	HINT	High-quality INTeractomes	http://hint.yulab.org/
nbdc02554	INstruct		http://instruct.yulab.org/
nbdc02558	CIVIC	Clinical Interpretation of Variants in Cancer	https://civicdb.org/
nbdc02562	DGiDB	Drug Gene Interaction database	https://www.dgidb.org/
nbdc02565	DDBJ BioSample		https://www.ddbj.nig.ac.jp/biosample/index-e.html
